order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1033776,18961,prior,2,2,14,14.0
2284147,18961,prior,3,2,14,14.0
1696620,18961,prior,4,3,12,15.0
985484,18961,prior,5,5,12,23.0
428285,18961,prior,6,3,12,5.0
776405,18961,prior,7,3,16,7.0
2334592,18961,prior,8,4,13,15.0
1759734,18961,prior,9,1,15,18.0
91582,18961,prior,10,4,14,10.0
464147,18961,prior,11,2,15,12.0
747388,18961,prior,12,3,13,15.0
2319931,18961,prior,13,2,11,13.0
2857759,18961,prior,14,1,11,13.0
1090078,18961,prior,15,2,12,8.0
914450,18961,prior,16,3,13,22.0
2997702,18961,prior,17,2,10,20.0
2860543,18961,prior,18,4,13,9.0
1700946,18961,prior,19,1,14,11.0
1669584,18961,prior,20,3,14,23.0
1150261,18961,prior,21,4,13,1.0
1309750,18961,prior,22,1,14,18.0
182829,18961,prior,23,3,13,9.0
1474057,18961,prior,24,5,12,16.0
3404998,18961,prior,25,5,13,14.0
617466,18961,prior,26,3,13,12.0
320993,18961,test,27,3,14,21.0
174649,18962,prior,1,2,6,
2714725,18962,prior,2,4,13,2.0
497485,18962,prior,3,3,13,13.0
2317609,18962,prior,4,5,9,16.0
1529599,18962,prior,5,5,8,30.0
371423,18962,prior,6,3,7,19.0
414445,18962,prior,7,4,9,15.0
1951212,18962,prior,8,1,7,18.0
2183142,18962,prior,9,3,9,9.0
1412158,18962,prior,10,5,10,9.0
2181957,18962,prior,11,5,9,14.0
2259959,18962,prior,12,1,9,10.0
885846,18962,prior,13,1,17,14.0
939759,18962,prior,14,4,9,17.0
1147828,18962,prior,15,3,9,13.0
2316268,18962,prior,16,1,11,5.0
1349534,18962,prior,17,1,15,14.0
1590169,18962,prior,18,5,9,4.0
2533825,18962,prior,19,2,14,4.0
1562538,18962,prior,20,3,11,15.0
1894434,18962,prior,21,6,7,3.0
2546443,18962,prior,22,1,9,9.0
3175086,18962,prior,23,2,9,15.0
2799068,18962,prior,24,4,7,9.0
2974043,18962,prior,25,5,9,8.0
3263871,18962,prior,26,2,9,4.0
2231286,18962,prior,27,1,11,13.0
2037849,18962,prior,28,5,7,4.0
1607870,18962,prior,29,5,9,7.0
2217212,18962,prior,30,3,16,12.0
3118888,18962,prior,31,4,15,8.0
2776391,18962,prior,32,4,8,7.0
614068,18962,prior,33,2,9,12.0
1754821,18962,test,34,3,19,8.0
1618099,18963,prior,1,1,14,
823399,18963,prior,2,3,12,30.0
461431,18963,prior,3,3,17,30.0
2332719,18963,train,4,2,10,30.0
1917494,18964,prior,1,1,9,
1387891,18964,prior,2,3,14,30.0
1853374,18964,prior,3,6,13,30.0
3307934,18964,prior,4,0,10,30.0
1059665,18964,prior,5,6,11,20.0
2016688,18964,prior,6,6,16,30.0
2891628,18964,prior,7,3,11,11.0
2680175,18964,train,8,1,11,30.0
2123379,18965,prior,1,6,12,
1357574,18965,prior,2,1,17,23.0
1252949,18965,prior,3,5,16,30.0
805451,18965,prior,4,2,19,11.0
1711267,18965,prior,5,4,14,2.0
2531526,18965,train,6,3,17,6.0
1991304,18966,prior,1,2,14,
1794254,18966,prior,2,0,11,12.0
2706846,18966,prior,3,6,10,30.0
2256170,18966,prior,4,6,7,28.0
345939,18966,test,5,5,10,30.0
34259,18967,prior,1,3,12,
2122397,18967,prior,2,5,10,2.0
2661508,18967,prior,3,4,23,13.0
2236026,18967,prior,4,1,7,4.0
2284865,18967,prior,5,2,11,8.0
3043685,18967,prior,6,2,16,7.0
2261675,18967,prior,7,5,13,3.0
2097494,18967,prior,8,1,14,3.0
2382574,18967,prior,9,1,20,14.0
1234661,18967,prior,10,4,13,3.0
1672618,18967,prior,11,2,10,19.0
867789,18967,prior,12,5,11,10.0
1299649,18967,prior,13,1,7,10.0
1513186,18967,prior,14,5,19,4.0
2703736,18967,prior,15,2,12,4.0
185861,18967,prior,16,4,7,23.0
2524042,18967,prior,17,3,10,20.0
3330904,18967,prior,18,5,16,23.0
1539285,18967,prior,19,4,8,20.0
1200486,18967,prior,20,3,16,6.0
1164235,18967,prior,21,1,13,5.0
1052690,18967,prior,22,0,22,6.0
221762,18967,prior,23,5,15,5.0
1660348,18967,prior,24,0,14,9.0
296407,18967,prior,25,0,19,7.0
1410314,18967,prior,26,1,16,1.0
3175210,18967,prior,27,4,13,3.0
3048119,18967,prior,28,1,16,4.0
2053930,18967,prior,29,4,12,10.0
2129398,18967,prior,30,6,12,2.0
169106,18967,prior,31,0,20,1.0
334542,18967,prior,32,3,21,3.0
1949852,18967,prior,33,2,17,6.0
2214804,18967,prior,34,5,18,3.0
342114,18967,prior,35,0,9,2.0
2485268,18967,prior,36,6,9,13.0
3008916,18967,prior,37,0,10,1.0
1365630,18967,prior,38,1,12,1.0
1169251,18967,prior,39,5,12,4.0
2207853,18967,prior,40,6,11,1.0
3233464,18967,prior,41,0,7,1.0
2216119,18967,prior,42,1,14,1.0
2757749,18967,prior,43,1,15,7.0
238637,18967,prior,44,2,20,1.0
1578899,18967,prior,45,5,9,3.0
2985490,18967,prior,46,0,7,2.0
1041428,18967,prior,47,5,12,5.0
1357613,18967,prior,48,5,15,7.0
2220323,18967,prior,49,0,12,2.0
1504342,18967,prior,50,2,12,2.0
1302156,18967,prior,51,3,19,8.0
2197703,18967,prior,52,0,21,4.0
809008,18967,prior,53,2,16,2.0
986706,18967,prior,54,6,7,4.0
1983657,18967,prior,55,6,13,0.0
509874,18967,prior,56,1,19,9.0
1244525,18967,prior,57,3,8,2.0
398312,18967,prior,58,5,15,2.0
907260,18967,prior,59,0,13,2.0
2019497,18967,prior,60,6,11,6.0
1938320,18967,prior,61,0,19,1.0
3264043,18967,prior,62,5,13,5.0
1953196,18967,train,63,0,13,2.0
1148730,18968,prior,1,4,12,
1837490,18968,prior,2,5,9,8.0
3056867,18968,prior,3,5,9,30.0
1329623,18968,prior,4,4,9,20.0
1982383,18968,prior,5,1,12,4.0
616888,18968,prior,6,5,8,11.0
3102009,18968,prior,7,5,8,14.0
545285,18968,prior,8,5,8,30.0
2626972,18968,prior,9,4,12,6.0
1857899,18968,prior,10,0,9,3.0
50891,18968,prior,11,2,12,30.0
3370443,18968,prior,12,5,9,30.0
819599,18968,prior,13,0,12,30.0
30202,18968,test,14,5,13,12.0
2063242,18969,prior,1,0,16,
1929629,18969,prior,2,0,17,30.0
1166907,18969,prior,3,0,13,30.0
150242,18969,train,4,2,13,9.0
654060,18970,prior,1,0,8,
539771,18970,prior,2,3,9,10.0
986451,18970,prior,3,0,14,18.0
1677233,18970,prior,4,0,10,28.0
2707488,18970,prior,5,0,13,21.0
922728,18970,prior,6,6,10,6.0
1211133,18970,prior,7,4,18,5.0
3176260,18970,prior,8,1,14,18.0
1834566,18970,prior,9,0,10,13.0
1227908,18970,prior,10,1,9,30.0
2397973,18970,prior,11,1,15,7.0
1262668,18970,prior,12,3,9,16.0
1915000,18970,prior,13,4,10,22.0
1236889,18970,prior,14,2,10,12.0
1689872,18970,prior,15,5,15,3.0
2571469,18970,prior,16,0,14,9.0
2060825,18970,prior,17,3,16,3.0
179436,18970,prior,18,1,10,30.0
2681675,18970,prior,19,6,12,12.0
1098016,18970,prior,20,4,10,19.0
883031,18970,prior,21,5,15,1.0
2267961,18970,prior,22,5,10,28.0
950695,18970,prior,23,0,10,16.0
2111072,18970,train,24,3,13,24.0
1410486,18971,prior,1,5,14,
1899768,18971,prior,2,2,13,11.0
1004384,18971,prior,3,5,19,3.0
1917436,18971,prior,4,3,19,5.0
401351,18971,prior,5,1,17,5.0
3381634,18971,prior,6,1,8,7.0
1996126,18971,prior,7,5,18,4.0
3270888,18971,prior,8,0,19,16.0
1109925,18971,prior,9,5,18,5.0
3420229,18971,prior,10,1,9,3.0
650734,18971,prior,11,3,18,23.0
2022428,18971,prior,12,0,20,18.0
969231,18971,prior,13,1,11,8.0
2834240,18971,prior,14,5,16,25.0
1949967,18971,prior,15,5,18,7.0
792066,18971,prior,16,4,15,20.0
413640,18971,prior,17,0,19,30.0
885764,18971,test,18,5,18,30.0
2456693,18972,prior,1,4,12,
1865145,18972,prior,2,1,15,30.0
3100152,18972,prior,3,2,16,8.0
2013820,18972,prior,4,3,21,15.0
2389426,18972,prior,5,6,9,17.0
1673874,18972,prior,6,1,11,23.0
1139438,18972,prior,7,2,17,8.0
3167985,18972,prior,8,2,17,14.0
1618317,18972,prior,9,1,12,13.0
2705264,18972,prior,10,2,17,15.0
1737936,18972,prior,11,3,12,1.0
513050,18972,prior,12,1,14,19.0
1200598,18972,prior,13,1,16,28.0
3083853,18972,prior,14,2,20,8.0
1281874,18972,prior,15,3,20,15.0
1303020,18972,prior,16,0,14,4.0
2052690,18972,prior,17,1,16,1.0
3022389,18972,prior,18,3,16,16.0
895619,18972,prior,19,3,18,7.0
2423001,18972,train,20,2,14,30.0
321926,18973,prior,1,4,16,
337073,18973,prior,2,5,14,1.0
196798,18973,prior,3,2,12,4.0
880361,18973,prior,4,1,12,6.0
674116,18973,prior,5,0,7,6.0
587380,18973,prior,6,4,13,4.0
540941,18973,prior,7,5,12,1.0
1798258,18973,prior,8,1,13,3.0
2385575,18973,prior,9,0,11,6.0
446373,18973,prior,10,5,11,5.0
3386416,18973,prior,11,3,15,5.0
688411,18973,prior,12,6,8,3.0
3269312,18973,prior,13,0,11,8.0
3378981,18973,prior,14,4,9,4.0
2590175,18973,prior,15,0,15,3.0
190802,18973,prior,16,3,14,3.0
2359786,18973,prior,17,1,14,5.0
792532,18973,prior,18,3,16,2.0
2291568,18973,train,19,0,16,4.0
2666158,18974,prior,1,6,19,
1045572,18974,prior,2,3,20,18.0
2277738,18974,prior,3,5,20,16.0
763648,18974,prior,4,6,18,15.0
2849085,18974,prior,5,0,17,29.0
3161627,18974,prior,6,0,14,28.0
2277839,18974,test,7,3,21,30.0
2717783,18975,prior,1,5,11,
156829,18975,prior,2,4,18,13.0
1975429,18975,prior,3,6,9,30.0
1465395,18975,prior,4,5,9,30.0
1190803,18975,prior,5,5,8,28.0
1841077,18975,prior,6,6,18,30.0
105266,18975,prior,7,6,18,28.0
2259054,18975,prior,8,4,13,30.0
1667759,18975,prior,9,3,6,30.0
166779,18975,train,10,0,8,11.0
344235,18976,prior,1,5,15,
510685,18976,prior,2,0,10,9.0
1634293,18976,prior,3,1,17,30.0
1181285,18976,test,4,6,13,30.0
1046387,18977,prior,1,6,18,
2328951,18977,prior,2,6,15,7.0
2431145,18977,prior,3,2,14,3.0
2515022,18977,prior,4,6,12,4.0
924869,18977,prior,5,4,17,12.0
3282388,18977,prior,6,3,16,20.0
3387016,18977,prior,7,4,18,1.0
2718324,18977,prior,8,6,17,23.0
1018679,18977,prior,9,6,18,14.0
1717715,18977,prior,10,4,6,5.0
648737,18977,prior,11,1,19,11.0
1000632,18977,prior,12,0,10,13.0
2824630,18977,prior,13,1,7,15.0
366143,18977,train,14,2,12,8.0
845893,18978,prior,1,1,15,
319716,18978,prior,2,4,18,3.0
141532,18978,prior,3,1,17,4.0
1269942,18978,prior,4,6,23,5.0
1017721,18978,prior,5,3,21,4.0
2692712,18978,prior,6,6,20,3.0
2421928,18978,prior,7,5,20,6.0
3047760,18978,prior,8,3,23,5.0
2374474,18978,prior,9,0,21,4.0
1609467,18978,prior,10,6,15,6.0
525732,18978,prior,11,2,14,10.0
2699118,18978,prior,12,4,20,2.0
1882663,18978,prior,13,0,23,3.0
3334882,18978,prior,14,5,20,5.0
99580,18978,prior,15,4,12,6.0
1752362,18978,prior,16,0,22,3.0
3005621,18978,prior,17,5,21,5.0
3220134,18978,prior,18,2,20,4.0
1781326,18978,prior,19,6,12,4.0
110449,18978,prior,20,4,14,5.0
1576021,18978,prior,21,3,19,6.0
1697887,18978,prior,22,0,17,4.0
2076137,18978,prior,23,4,22,4.0
3216949,18978,prior,24,4,16,7.0
2721433,18978,prior,25,0,16,3.0
2994987,18978,prior,26,2,15,2.0
245600,18978,prior,27,4,18,2.0
149600,18978,prior,28,1,14,4.0
335816,18978,prior,29,4,14,3.0
3289048,18978,prior,30,2,22,5.0
1069275,18978,prior,31,1,16,6.0
1680305,18978,prior,32,6,0,5.0
2768472,18978,prior,33,2,13,3.0
1460765,18978,prior,34,6,16,4.0
1859937,18978,prior,35,2,18,3.0
563163,18978,prior,36,2,13,7.0
2724142,18978,prior,37,6,19,4.0
2284596,18978,prior,38,2,16,3.0
222075,18978,prior,39,3,17,1.0
3196943,18978,prior,40,1,14,5.0
3390036,18978,prior,41,4,15,3.0
2912951,18978,prior,42,0,13,3.0
2496118,18978,prior,43,2,14,2.0
206425,18978,prior,44,6,21,4.0
962296,18978,prior,45,3,18,4.0
433777,18978,prior,46,6,16,3.0
26378,18978,prior,47,2,18,3.0
551800,18978,prior,48,3,17,1.0
1823041,18978,prior,49,0,14,4.0
3344351,18978,prior,50,3,16,3.0
1588918,18978,prior,51,6,19,3.0
1688178,18978,prior,52,2,18,3.0
895394,18978,prior,53,5,13,3.0
2641835,18978,prior,54,1,13,3.0
2714508,18978,prior,55,3,17,2.0
2401291,18978,prior,56,1,17,5.0
1000027,18978,prior,57,5,13,4.0
1597872,18978,prior,58,2,15,4.0
828234,18978,prior,59,1,13,6.0
1538007,18978,prior,60,4,16,3.0
2671158,18978,prior,61,4,12,7.0
2372611,18978,prior,62,2,22,5.0
45628,18978,prior,63,0,17,5.0
494892,18978,prior,64,6,12,6.0
2049,18978,prior,65,2,18,3.0
3138767,18978,prior,66,0,13,5.0
3368734,18978,prior,67,2,16,2.0
1556613,18978,prior,68,4,15,2.0
278521,18978,prior,69,0,12,3.0
379514,18978,prior,70,3,15,3.0
1593377,18978,prior,71,0,17,4.0
3389455,18978,prior,72,3,15,3.0
1589325,18978,prior,73,0,13,4.0
1144247,18978,prior,74,4,15,4.0
663320,18978,prior,75,0,12,3.0
3114271,18978,prior,76,1,16,1.0
2129648,18978,prior,77,2,23,1.0
1726823,18978,prior,78,6,16,4.0
3078029,18978,prior,79,2,14,3.0
2195190,18978,prior,80,6,20,4.0
3042691,18978,prior,81,2,19,3.0
1444779,18978,prior,82,5,20,3.0
1666710,18978,prior,83,0,19,2.0
777008,18978,prior,84,3,17,3.0
640291,18978,prior,85,6,16,3.0
497818,18978,prior,86,6,20,7.0
2502932,18978,prior,87,1,15,2.0
807553,18978,prior,88,4,18,3.0
1704930,18978,prior,89,0,15,3.0
486781,18978,prior,90,3,13,3.0
2646677,18978,prior,91,5,16,2.0
2965258,18978,prior,92,2,12,4.0
129072,18978,prior,93,0,13,5.0
706228,18978,prior,94,3,13,3.0
341826,18978,prior,95,1,10,5.0
3088653,18978,train,96,0,14,6.0
3389313,18979,prior,1,0,14,
293902,18979,prior,2,0,12,21.0
487372,18979,prior,3,3,15,10.0
1544151,18979,prior,4,0,10,30.0
257933,18979,prior,5,0,9,28.0
1572356,18979,prior,6,5,9,30.0
387323,18979,prior,7,6,16,30.0
1539485,18979,test,8,0,14,30.0
887107,18980,prior,1,1,15,
1909029,18980,prior,2,2,11,29.0
692149,18980,prior,3,0,15,12.0
2642678,18980,prior,4,1,13,22.0
1360385,18980,prior,5,0,14,27.0
1092421,18980,prior,6,1,13,30.0
2829993,18980,prior,7,2,15,30.0
499243,18980,prior,8,0,7,26.0
1093936,18980,test,9,1,13,30.0
1325158,18981,prior,1,2,15,
2120916,18981,prior,2,1,12,20.0
1582482,18981,prior,3,1,11,30.0
857143,18981,prior,4,0,20,27.0
880274,18981,prior,5,0,21,14.0
93346,18981,prior,6,1,21,29.0
771998,18981,prior,7,1,10,14.0
2297379,18981,prior,8,1,10,14.0
1292160,18981,prior,9,1,11,14.0
2092889,18981,prior,10,1,10,14.0
1878661,18981,prior,11,2,10,15.0
773908,18981,prior,12,0,21,30.0
1427,18981,prior,13,1,13,30.0
3002312,18981,prior,14,1,11,14.0
1697711,18981,prior,15,3,10,16.0
723490,18981,prior,16,4,10,15.0
2840789,18981,train,17,2,10,19.0
2796871,18982,prior,1,6,12,
372237,18982,prior,2,4,9,30.0
3291882,18982,prior,3,4,16,21.0
2129406,18982,test,4,6,13,23.0
1474620,18983,prior,1,0,1,
672331,18983,prior,2,6,9,6.0
3338494,18983,prior,3,0,17,8.0
2428031,18983,prior,4,6,13,13.0
2856509,18983,prior,5,4,7,12.0
2973548,18983,prior,6,6,15,9.0
168429,18983,prior,7,1,17,2.0
1509363,18983,prior,8,1,19,21.0
2261871,18983,prior,9,3,7,2.0
2067663,18983,prior,10,3,20,7.0
2400969,18983,prior,11,2,18,13.0
3303605,18983,prior,12,5,17,3.0
1593277,18983,prior,13,6,10,22.0
3036110,18983,prior,14,0,11,1.0
2386735,18983,prior,15,0,19,7.0
1640286,18983,prior,16,3,18,3.0
111675,18983,prior,17,1,20,5.0
340921,18983,prior,18,6,21,12.0
1708084,18983,prior,19,3,17,30.0
2750254,18983,prior,20,5,15,9.0
768628,18983,prior,21,2,18,30.0
3411746,18983,prior,22,3,16,8.0
369043,18983,prior,23,3,17,21.0
2759937,18983,test,24,0,20,25.0
2267125,18984,prior,1,4,10,
3273626,18984,prior,2,6,14,2.0
5526,18984,prior,3,6,22,0.0
2892502,18984,prior,4,5,9,6.0
41414,18984,prior,5,6,11,1.0
457498,18984,prior,6,6,11,0.0
600721,18984,prior,7,6,19,7.0
98137,18984,train,8,1,21,16.0
2638201,18985,prior,1,6,21,
905171,18985,prior,2,5,1,6.0
2522063,18985,prior,3,0,22,2.0
2978543,18985,prior,4,5,21,5.0
645800,18985,prior,5,3,23,19.0
3101946,18985,prior,6,6,22,24.0
682431,18985,prior,7,3,22,4.0
593420,18985,prior,8,6,15,10.0
327703,18985,prior,9,4,22,5.0
693158,18985,prior,10,5,17,8.0
541611,18985,prior,11,5,12,14.0
1058909,18985,prior,12,2,0,11.0
1810999,18985,prior,13,2,14,7.0
343906,18985,prior,14,2,13,14.0
3284975,18985,prior,15,4,14,23.0
321176,18985,prior,16,6,0,30.0
2066066,18985,prior,17,2,23,30.0
1509190,18985,prior,18,6,22,30.0
619282,18985,prior,19,0,10,8.0
3003951,18985,train,20,1,11,8.0
2735282,18986,prior,1,6,18,
1590337,18986,prior,2,0,15,30.0
2550068,18986,prior,3,0,12,30.0
1259398,18986,prior,4,2,16,9.0
1493604,18986,prior,5,5,13,10.0
556683,18986,prior,6,2,15,11.0
866946,18986,prior,7,3,13,29.0
748897,18986,prior,8,6,10,30.0
480853,18986,prior,9,3,15,30.0
3042640,18986,train,10,2,21,13.0
89731,18987,prior,1,6,18,
2884475,18987,prior,2,2,17,10.0
1687689,18987,prior,3,6,15,4.0
885186,18987,prior,4,5,7,6.0
2327484,18987,prior,5,2,18,4.0
1408154,18987,prior,6,6,9,4.0
1174090,18987,prior,7,4,14,5.0
1960841,18987,prior,8,3,19,6.0
356434,18987,prior,9,6,14,3.0
2625848,18987,prior,10,5,9,6.0
2148542,18987,prior,11,3,14,5.0
1273587,18987,prior,12,1,10,5.0
2068849,18987,prior,13,1,10,7.0
3171873,18987,prior,14,4,14,3.0
1211545,18987,prior,15,3,21,6.0
2245583,18987,prior,16,0,18,4.0
1820082,18987,prior,17,3,16,3.0
2277803,18987,prior,18,1,9,5.0
1953847,18987,prior,19,5,11,4.0
2639346,18987,prior,20,0,18,2.0
318450,18987,train,21,4,18,4.0
2488401,18988,prior,1,5,17,
2153238,18988,prior,2,2,14,30.0
1847898,18988,prior,3,4,14,2.0
2803653,18988,prior,4,2,11,30.0
1613837,18988,prior,5,1,11,13.0
2352649,18988,prior,6,1,10,21.0
189225,18988,prior,7,5,6,30.0
161472,18988,prior,8,4,23,30.0
3248269,18988,prior,9,2,12,5.0
2251320,18988,prior,10,1,13,6.0
1041538,18988,prior,11,1,8,30.0
725407,18988,prior,12,4,15,3.0
145476,18988,prior,13,4,14,7.0
1096598,18988,prior,14,2,13,12.0
3287487,18988,prior,15,3,9,30.0
2625966,18988,test,16,4,13,8.0
1308576,18989,prior,1,4,18,
1835766,18989,prior,2,0,22,3.0
1966140,18989,prior,3,2,21,9.0
2007095,18989,test,4,2,19,30.0
953829,18990,prior,1,2,7,
183532,18990,prior,2,2,7,7.0
963946,18990,prior,3,0,11,12.0
587117,18990,prior,4,1,6,29.0
2468989,18990,prior,5,1,20,30.0
2136358,18990,test,6,6,10,5.0
3080535,18991,prior,1,0,16,
1022877,18991,prior,2,0,16,21.0
2789494,18991,prior,3,1,18,30.0
2344695,18991,prior,4,0,15,30.0
2430041,18991,test,5,4,15,11.0
61288,18992,prior,1,0,15,
737867,18992,prior,2,1,19,22.0
1348554,18992,prior,3,1,21,30.0
917585,18992,prior,4,4,22,30.0
1486047,18992,prior,5,0,22,30.0
3346089,18992,test,6,0,11,30.0
2128617,18993,prior,1,6,18,
2131339,18993,prior,2,5,10,6.0
2837239,18993,prior,3,6,12,8.0
3226708,18993,prior,4,0,18,8.0
151664,18993,prior,5,3,17,10.0
2931660,18993,prior,6,6,18,17.0
3293793,18993,prior,7,6,17,7.0
1005787,18993,prior,8,0,10,1.0
1352601,18993,prior,9,2,13,2.0
2240509,18993,prior,10,6,10,4.0
387934,18993,test,11,6,10,7.0
3303630,18994,prior,1,0,23,
1206339,18994,prior,2,4,21,30.0
2239336,18994,prior,3,6,14,30.0
69581,18994,prior,4,6,13,30.0
641539,18994,prior,5,5,13,27.0
1907557,18994,prior,6,6,13,8.0
315376,18994,prior,7,6,10,14.0
2048255,18994,train,8,6,16,28.0
1151436,18995,prior,1,3,21,
1283254,18995,prior,2,1,9,19.0
892936,18995,prior,3,0,20,13.0
2365532,18995,prior,4,1,11,29.0
1759234,18995,prior,5,4,13,10.0
2121028,18995,prior,6,4,21,0.0
1804196,18995,prior,7,5,13,15.0
910573,18995,prior,8,5,18,7.0
804938,18995,prior,9,6,21,15.0
1978500,18995,test,10,4,13,5.0
2827699,18996,prior,1,2,11,
1375853,18996,prior,2,0,11,5.0
1769489,18996,prior,3,4,11,4.0
2890785,18996,prior,4,1,10,4.0
1794923,18996,prior,5,6,14,12.0
557803,18996,prior,6,0,14,8.0
1456297,18996,prior,7,0,9,7.0
308411,18996,prior,8,2,10,9.0
3352139,18996,prior,9,6,15,11.0
1027621,18996,prior,10,2,18,3.0
1107332,18996,prior,11,6,16,11.0
2699965,18996,prior,12,0,16,8.0
2502291,18996,prior,13,0,11,7.0
1679704,18996,prior,14,0,12,14.0
682267,18996,prior,15,6,8,6.0
1522374,18996,prior,16,0,13,8.0
45948,18996,prior,17,6,8,6.0
539524,18996,prior,18,0,14,1.0
2420168,18996,prior,19,6,11,6.0
523492,18996,prior,20,0,9,8.0
1404580,18996,prior,21,0,13,7.0
1179886,18996,prior,22,6,11,6.0
602400,18996,prior,23,0,15,8.0
3269051,18996,prior,24,6,14,6.0
1090628,18996,prior,25,6,9,7.0
2942946,18996,prior,26,6,9,7.0
749713,18996,prior,27,0,8,1.0
1003886,18996,prior,28,0,8,7.0
1513362,18996,prior,29,0,9,7.0
2604048,18996,prior,30,0,10,7.0
72219,18996,prior,31,0,10,7.0
992798,18996,prior,32,0,10,7.0
2600194,18996,prior,33,6,13,6.0
2230176,18996,prior,34,2,9,3.0
1708461,18996,prior,35,6,14,4.0
2360255,18996,prior,36,6,9,7.0
506254,18996,prior,37,0,10,1.0
569045,18996,prior,38,0,13,0.0
1236323,18996,prior,39,0,13,0.0
1997319,18996,prior,40,0,10,7.0
378881,18996,prior,41,6,9,6.0
2548104,18996,prior,42,6,9,7.0
2515587,18996,prior,43,6,10,7.0
1019813,18996,prior,44,0,13,1.0
2423251,18996,prior,45,6,8,6.0
762187,18996,prior,46,0,13,1.0
919448,18996,prior,47,6,10,6.0
661292,18996,prior,48,0,9,1.0
3102341,18996,prior,49,6,12,6.0
1045311,18996,prior,50,5,21,20.0
3154409,18996,prior,51,6,8,8.0
2296134,18996,prior,52,0,9,1.0
2906607,18996,prior,53,6,8,6.0
272708,18996,prior,54,0,9,1.0
3089504,18996,prior,55,6,13,6.0
1634154,18996,prior,56,6,8,7.0
887388,18996,prior,57,6,12,14.0
3065433,18996,train,58,0,9,1.0
563879,18997,prior,1,5,13,
1024678,18997,prior,2,1,12,3.0
644964,18997,prior,3,2,16,15.0
2939996,18997,prior,4,3,13,1.0
561780,18997,prior,5,1,11,5.0
168498,18997,prior,6,1,12,14.0
1945576,18997,prior,7,4,15,3.0
3357169,18997,prior,8,3,13,6.0
616014,18997,prior,9,2,14,6.0
797714,18997,prior,10,5,10,3.0
681714,18997,prior,11,5,11,0.0
3193682,18997,prior,12,3,15,5.0
2052984,18997,prior,13,2,12,6.0
1754180,18997,prior,14,0,15,5.0
3049797,18997,prior,15,1,16,1.0
2093426,18997,prior,16,2,15,1.0
2904268,18997,prior,17,1,11,6.0
3099129,18997,prior,18,5,12,4.0
1713326,18997,prior,19,4,13,20.0
2703726,18997,prior,20,2,11,12.0
1930266,18997,prior,21,0,11,12.0
2120219,18997,prior,22,1,13,8.0
2819411,18997,prior,23,4,13,10.0
3320886,18997,prior,24,1,12,4.0
1982564,18997,prior,25,4,14,3.0
1533012,18997,train,26,3,13,27.0
2839569,18998,prior,1,4,20,
1002444,18998,prior,2,6,17,2.0
2191023,18998,prior,3,0,13,1.0
3117259,18998,prior,4,1,15,1.0
1816165,18998,prior,5,3,11,2.0
1519305,18998,prior,6,4,14,1.0
1339561,18998,prior,7,4,11,7.0
1609322,18998,prior,8,4,14,7.0
132957,18998,prior,9,5,14,1.0
2985405,18998,prior,10,5,15,0.0
861108,18998,prior,11,5,15,0.0
784061,18998,prior,12,1,8,3.0
2330809,18998,prior,13,1,11,0.0
1473985,18998,prior,14,4,14,3.0
2966301,18998,prior,15,5,11,1.0
3214196,18998,prior,16,3,14,5.0
2266380,18998,prior,17,5,14,2.0
2287369,18998,prior,18,6,8,1.0
3374434,18998,prior,19,1,11,2.0
74327,18998,prior,20,4,17,3.0
2958305,18998,prior,21,6,13,2.0
2443977,18998,prior,22,0,10,1.0
1557174,18998,prior,23,5,14,5.0
1973400,18998,prior,24,6,11,1.0
1244594,18998,prior,25,0,12,1.0
782575,18998,prior,26,2,10,2.0
857372,18998,prior,27,3,17,1.0
2081021,18998,prior,28,5,8,2.0
3052211,18998,prior,29,5,9,0.0
479283,18998,prior,30,0,13,2.0
3131446,18998,prior,31,2,9,2.0
2328398,18998,prior,32,3,17,1.0
773815,18998,prior,33,6,16,3.0
445951,18998,prior,34,2,14,3.0
1103155,18998,prior,35,5,14,3.0
3300682,18998,prior,36,0,11,2.0
1867448,18998,prior,37,3,8,3.0
3074378,18998,prior,38,5,16,9.0
576297,18998,prior,39,6,17,1.0
2045805,18998,prior,40,0,10,8.0
3215007,18998,prior,41,1,9,1.0
2956353,18998,prior,42,6,13,5.0
56056,18998,prior,43,6,14,0.0
1171436,18998,prior,44,1,8,2.0
33857,18998,prior,45,1,9,0.0
2023950,18998,prior,46,1,16,0.0
761781,18998,prior,47,4,10,3.0
2902277,18998,prior,48,0,14,3.0
219076,18998,prior,49,1,11,8.0
1126497,18998,prior,50,1,17,7.0
1268949,18998,prior,51,3,12,9.0
670671,18998,prior,52,2,13,20.0
481057,18998,prior,53,2,14,0.0
1087319,18998,prior,54,2,14,0.0
380531,18998,prior,55,3,13,15.0
1569266,18998,prior,56,1,18,5.0
1584244,18998,prior,57,2,18,1.0
398051,18998,prior,58,6,16,4.0
2895117,18998,prior,59,1,16,2.0
1940761,18998,prior,60,3,14,9.0
900178,18998,prior,61,2,11,6.0
122163,18998,prior,62,6,18,4.0
2824200,18998,prior,63,2,14,3.0
2939498,18998,prior,64,4,11,2.0
3090590,18998,prior,65,6,10,2.0
2472062,18998,prior,66,1,14,2.0
2670116,18998,prior,67,2,12,1.0
372916,18998,prior,68,5,16,3.0
428786,18998,prior,69,1,22,3.0
